year,artist,title
2020,"G HERBO feat CHANCE THE RAPPER, JUICE WRLD & LIL UZI VERT",PTSD
2020,KANE BROWN,Homesick
2020,JUSTIN BIEBER,Yummy
2020,JONAS BROTHERS,What A Man Gotta Do
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,BILLIE EILISH,Bad Guy
2020,SAM HUNT,Kinfolks
2020,POP SMOKE,Dior
2020,LIL BABY & 42 DUGG,Grace
2020,BAD BUNNY & SECH,Ignorantes
2020,OLD DOMINION,One Man Band
2020,GABBY BARRETT,I Hope
2020,LIL MOSEY,Blueberry Faygo
2020,BAD BUNNY & DADDY YANKEE,La Santa
2020,LIL BABY,Get Ugly
2020,ROD WAVE,Heart On Ice
2020,H.E.R. featuring YG,Slide
2020,DOJA CAT & TYGA,Juicy
2020,LIL BABY & MONEYBAGG YO,No Sucker
2020,LIL BABY,How
2020,RUSS & BIA,Best On Earth
2020,SZA x JUSTIN TIMBERLAKE,The Other Side
2020,KAROL G & NICKI MINAJ,Tusa
2020,BAD BUNNY,Pero Ya No
2020,LIL BABY featuring LIL WAYNE,Forever
2020,POLO G featuring NLE CHOPPA & STUNNA 4 VEGAS,Go Stupid
2020,THE WEEKND,After Hours
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,BTS,On
2020,BAD BUNNY,Yo Perreo Sola
2020,JAKE OWEN,Homemade
2020,MORGAN WALLEN,Chasin' You
2020,LUKE BRYAN,What She Wants Tonight
2020,YOUNGBOY NEVER BROKE AGAIN,Lil Top
2020,JACK HARLOW,What's Poppin'
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,"A BOOGIE WIT DA HOODIE featuring RODDY RICCH, GUNNA & LONDON",Numbers
2020,INGRID ANDRESS,More Hearts Than Mine
2020,LIL BABY,Same Thing
2020,JASON ALDEAN,We Back
2020,JIMMIE ALLEN,Make Me Want To
2020,"BAD BUNNY, JOWELL & RANDY & NENGO FLOW",Safaera
2020,ASHE,Moral Of The Story
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,SAM SMITH,To Die For
2020,TAYLOR SWIFT,The Man
2020,KHALID x DISCLOSURE,Know Your Worth
2020,BRETT YOUNG,Catch
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,BAD BUNNY & YAVIAH,Bichiyal
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,LIL BABY & YOUNG THUG,We Should
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,YNW MELLY,Suicidal
2020,BAD BUNNY,Solia
2020,LEWIS CAPALDI,Before You Go
2020,BILLIE EILISH,No Time To Die
2020,BAD BUNNY x ANUEL AA,Esta Cabron Ser Yo
2020,SURFACES,Sunday Best
2020,LIL BABY,Can't Explain
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,POST MALONE,Circles
2020,BTS,On
2020,DUA LIPA,Don't Start Now
2020,ARIZONA ZERVAS,Roxanne
2020,TONES AND I,Dance Monkey
2020,THE WEEKND,Blinding Lights
2020,MAROON 5,Memories
2020,LEWIS CAPALDI,Someone You Loved
2020,JUSTIN BIEBER featuring QUAVO,Intentions
2020,BILLIE EILISH,everything i wanted
2020,THE WEEKND,Heartless
2020,BLACKBEAR,Hot Girl Bummer
2020,HARRY STYLES,Adore You
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,DaBABY,BOP
2020,MAREN MORRIS,The Bones
2020,THE WEEKND,After Hours
2020,SELENA GOMEZ,Lose You To Love Me
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,JUSTIN BIEBER,Yummy
2020,LIL BABY,Woah
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,HALSEY,You Should Be Sad
2020,LIZZO,Good As Hell
2020,YOUNGBOY NEVER BROKE AGAIN,Lil Top
2020,TREVOR DANIEL,Falling
2020,POP SMOKE,Dior
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,JONAS BROTHERS,What A Man Gotta Do
2020,DOJA CAT,Say So
2020,SAM HUNT,Kinfolks
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,BILLIE EILISH,Bad Guy
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,KANE BROWN,Homesick
2020,TRAVIS SCOTT,Highest In The Room
2020,SHAED,Trampoline
2020,OLD DOMINION,One Man Band
2020,JONAS BROTHERS,Sucker
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,GABBY BARRETT,I Hope
2020,LIL BABY,Sum 2 Prove
2020,YOUNGBOY NEVER BROKE AGAIN,Red Eye
2020,JONAS BROTHERS,Only Human
2020,JIMMIE ALLEN,Make Me Want To
2020,"A BOOGIE WIT DA HOODIE featuring RODDY RICCH, GUNNA & LONDON",Numbers
2020,LIL MOSEY,Blueberry Faygo
2020,H.E.R. featuring YG,Slide
2020,KAROL G & NICKI MINAJ,Tusa
2020,BILLIE EILISH,No Time To Die
2020,DOJA CAT & TYGA,Juicy
2020,RUSS & BIA,Best On Earth
2020,ROD WAVE,Heart On Ice
2020,YOUNGBOY NEVER BROKE AGAIN,Fine By Time
2020,YOUNGBOY NEVER BROKE AGAIN,Bad Bad
2020,YOUNGBOY NEVER BROKE AGAIN,Knocked Off
2020,SAM SMITH,To Die For
2020,JASON ALDEAN,We Back
2020,POLO G featuring NLE CHOPPA & STUNNA 4 VEGAS,Go Stupid
2020,LUKE BRYAN,What She Wants Tonight
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,YNW MELLY,Suicidal
2020,MORGAN WALLEN,Chasin' You
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,INGRID ANDRESS,More Hearts Than Mine
2020,ASHE,Moral Of The Story
2020,JAKE OWEN,Homemade
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,JUSTIN BIEBER featuring POST MALONE & CLEVER,Forever
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,KHALID x DISCLOSURE,Know Your Worth
2020,JACK HARLOW,What's Poppin'
2020,GARTH BROOKS & BLAKE SHELTON,Dive Bar
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,YOUNGBOY NEVER BROKE AGAIN,RIP Lil Phat
2020,BRETT YOUNG,Catch
2020,LEWIS CAPALDI,Before You Go
2020,DaBABY featuring LIL BABY & MONEYBAGG YO,TOES
2020,BTS,My Time
2020,YOUNGBOY NEVER BROKE AGAIN,Long RD
2020,ED SHEERAN featuring CAMILA CABELLO & CARDI B,South Of The Border
2020,BTS,Filter
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,YOUNGBOY NEVER BROKE AGAIN,Bat Man
2020,KELSEA BALLERINI,homecoming queen?
2020,DIPLO presents THOMAS WESLEY featuring MORGAN WALLEN,Heartless
2020,TAYLOR SWIFT,The Man
2020,POP SMOKE featuring QUAVO,Shake The Room
2020,SELENA GOMEZ,Rare
2020,SUMMER WALKER & USHER,Come Thru
2020,DUSTIN LYNCH,Ridin' Roads
2020,A BOOGIE WIT DA HOODIE,Me And My Guitar
2020,SELENA GOMEZ,Feel Me
2020,BAD BUNNY,Vete
2020,BROCKHAMPTON,SUGAR
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,POST MALONE,Circles
2020,TONES AND I,Dance Monkey
2020,DUA LIPA,Don't Start Now
2020,ARIZONA ZERVAS,Roxanne
2020,MAROON 5,Memories
2020,LEWIS CAPALDI,Someone You Loved
2020,JUSTIN BIEBER featuring QUAVO,Intentions
2020,THE WEEKND,Blinding Lights
2020,JUSTIN BIEBER,Yummy
2020,BILLIE EILISH,everything i wanted
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,THE WEEKND,Heartless
2020,BLACKBEAR,Hot Girl Bummer
2020,BILLIE EILISH,No Time To Die
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,DaBABY,BOP
2020,MAREN MORRIS,The Bones
2020,HARRY STYLES,Adore You
2020,SELENA GOMEZ,Lose You To Love Me
2020,LIZZO,Good As Hell
2020,"A BOOGIE WIT DA HOODIE featuring RODDY RICCH, GUNNA & LONDON",Numbers
2020,JUSTIN BIEBER featuring POST MALONE & CLEVER,Forever
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,TREVOR DANIEL,Falling
2020,LIL BABY,Woah
2020,HALSEY,You Should Be Sad
2020,BILLIE EILISH,Bad Guy
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,JONAS BROTHERS,What A Man Gotta Do
2020,SAM HUNT,Kinfolks
2020,TRAVIS SCOTT,Highest In The Room
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,SHAED,Trampoline
2020,OLD DOMINION,One Man Band
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,JONAS BROTHERS,Sucker
2020,JONAS BROTHERS,Only Human
2020,KANE BROWN,Homesick
2020,GABBY BARRETT,I Hope
2020,LIZZO,Truth Hurts
2020,SAM SMITH,To Die For
2020,KAROL G & NICKI MINAJ,Tusa
2020,"MIGOS, YOUNG THUG & TRAVIS SCOTT",g n f (Give No Fxk)
2020,POP SMOKE,Dior
2020,LIL BABY,Sum 2 Prove
2020,DOJA CAT,Say So
2020,DOJA CAT & TYGA,Juicy
2020,JIMMIE ALLEN,Make Me Want To
2020,LIL MOSEY,Blueberry Faygo
2020,H.E.R. featuring YG,Slide
2020,YNW MELLY,Suicidal
2020,RUSS & BIA,Best On Earth
2020,A BOOGIE WIT DA HOODIE,Me And My Guitar
2020,ED SHEERAN featuring CAMILA CABELLO & CARDI B,South Of The Border
2020,POLO G featuring NLE CHOPPA & STUNNA 4 VEGAS,Go Stupid
2020,ROD WAVE,Heart On Ice
2020,JUICE WRLD & YOUNGBOY NEVER BROKE AGAIN,Bandit
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,LUKE BRYAN,What She Wants Tonight
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,A BOOGIE WIT DA HOODIE featuring YOUNG THUG,Might Not Give Up
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,JASON ALDEAN,We Back
2020,INGRID ANDRESS,More Hearts Than Mine
2020,MORGAN WALLEN,Chasin' You
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,A BOOGIE WIT DA HOODIE,Thug Love
2020,JAKE OWEN,Homemade
2020,DaBABY featuring LIL BABY & MONEYBAGG YO,TOES
2020,LEWIS CAPALDI,Before You Go
2020,THE WEEKND,After Hours
2020,KHALID x DISCLOSURE,Know Your Worth
2020,BAD BUNNY & SECH,Ignorantes
2020,A BOOGIE WIT DA HOODIE featuring DABABY,Stain
2020,NICKI MINAJ,Yikes
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,DIPLO presents THOMAS WESLEY featuring MORGAN WALLEN,Heartless
2020,JACK HARLOW,What's Poppin'
2020,DUSTIN LYNCH,Ridin' Roads
2020,JUSTIN BIEBER,Come Around Me
2020,BRETT YOUNG,Catch
2020,MEGAN THEE STALLION,B.I.T.C.H.
2020,KELSEA BALLERINI,homecoming queen?
2020,SELENA GOMEZ,Rare
2020,A BOOGIE WIT DA HOODIE,King Of My City
2020,GARTH BROOKS & BLAKE SHELTON,Dive Bar
2020,BROCKHAMPTON,SUGAR
2020,SUMMER WALKER & USHER,Come Thru
2020,A BOOGIE WIT DA HOODIE,Cinderella Story
2020,BAD BUNNY,Vete
2020,IDINA MENZEL & AURORA,Into The Unknown
2020,JUSTIN BIEBER,Habitual
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,JUSTIN BIEBER,All Around Me
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,POST MALONE,Circles
2020,MAROON 5,Memories
2020,TONES AND I,Dance Monkey
2020,DUA LIPA,Don't Start Now
2020,ARIZONA ZERVAS,Roxanne
2020,LEWIS CAPALDI,Someone You Loved
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,BILLIE EILISH,everything i wanted
2020,JUSTIN BIEBER featuring QUAVO,Intentions
2020,THE WEEKND,Blinding Lights
2020,SELENA GOMEZ,Lose You To Love Me
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,DaBABY,BOP
2020,BLACKBEAR,Hot Girl Bummer
2020,THE WEEKND,Heartless
2020,MAREN MORRIS,The Bones
2020,JUSTIN BIEBER,Yummy
2020,LIZZO,Good As Hell
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,HARRY STYLES,Adore You
2020,NICKI MINAJ,Yikes
2020,LIL BABY,Woah
2020,TREVOR DANIEL,Falling
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,BILLIE EILISH,Bad Guy
2020,TRAVIS SCOTT,Highest In The Room
2020,HALSEY,You Should Be Sad
2020,JONAS BROTHERS,What A Man Gotta Do
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,SAM HUNT,Kinfolks
2020,SHAED,Trampoline
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,JONAS BROTHERS,Sucker
2020,OLD DOMINION,One Man Band
2020,JONAS BROTHERS,Only Human
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,LIZZO,Truth Hurts
2020,KAROL G & NICKI MINAJ,Tusa
2020,DOJA CAT & TYGA,Juicy
2020,YNW MELLY,Suicidal
2020,KANE BROWN,Homesick
2020,YOUNG THUG featuring GUNNA,Hot
2020,LUKE COMBS,Even Though I'm Leaving
2020,GABBY BARRETT,I Hope
2020,LIL BABY,Sum 2 Prove
2020,ED SHEERAN featuring CAMILA CABELLO & CARDI B,South Of The Border
2020,JUICE WRLD & YOUNGBOY NEVER BROKE AGAIN,Bandit
2020,JON PARDI,Heartache Medication
2020,JIMMIE ALLEN,Make Me Want To
2020,RUSS & BIA,Best On Earth
2020,ROD WAVE,Heart On Ice
2020,H.E.R. featuring YG,Slide
2020,KHALID x DISCLOSURE,Know Your Worth
2020,DOJA CAT,Say So
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,LIL WAYNE featuring BIG SEAN & LIL BABY,I Do It
2020,LIL MOSEY,Blueberry Faygo
2020,DaBABY featuring LIL BABY & MONEYBAGG YO,TOES
2020,LUKE BRYAN,What She Wants Tonight
2020,DaBABY,VIBEZ
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,INGRID ANDRESS,More Hearts Than Mine
2020,JOJI,Run
2020,JASON ALDEAN,We Back
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,LEWIS CAPALDI,Before You Go
2020,MEGAN THEE STALLION,B.I.T.C.H.
2020,DIPLO presents THOMAS WESLEY featuring MORGAN WALLEN,Heartless
2020,LIL NAS X & CARDI B or NAS,Rodeo
2020,JAKE OWEN,Homemade
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,DUSTIN LYNCH,Ridin' Roads
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,PARTYNEXTDOOR featuring DRAKE,Loyal
2020,MORGAN WALLEN,Chasin' You
2020,BROCKHAMPTON,SUGAR
2020,ANUEL AA,KEII
2020,LIL UZI VERT,Futsal Shuffle 2020
2020,GARTH BROOKS & BLAKE SHELTON,Dive Bar
2020,KELSEA BALLERINI,homecoming queen?
2020,SELENA GOMEZ,Rare
2020,DON TOLIVER,No Idea
2020,SUMMER WALKER & USHER,Come Thru
2020,MEEK MILL featuring JUSTIN TIMBERLAKE,Believe
2020,BAD BUNNY,Vete
2020,BRETT YOUNG,Catch
2020,IDINA MENZEL & AURORA,Into The Unknown
2020,RODDY RICCH & GUNNA,Start Wit Me
2020,DANILEIGH featuring CHRIS BROWN,Easy
2020,JACK HARLOW,What's Poppin'
2020,NIALL HORAN,No Judgement
2020,TORY LANEZ & T-PAIN,Jerry Sprunger
2020,A BOOGIE WIT DA HOODIE,King Of My City
2020,BABY KEEM,ORANGE SODA
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,POST MALONE,Circles
2020,MAROON 5,Memories
2020,TONES AND I,Dance Monkey
2020,LEWIS CAPALDI,Someone You Loved
2020,ARIZONA ZERVAS,Roxanne
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,DUA LIPA,Don't Start Now
2020,BILLIE EILISH,everything i wanted
2020,SELENA GOMEZ,Lose You To Love Me
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,DaBABY,BOP
2020,JUSTIN BIEBER,Yummy
2020,THE WEEKND,Blinding Lights
2020,LIZZO,Good As Hell
2020,THE WEEKND,Heartless
2020,MAREN MORRIS,The Bones
2020,BLACKBEAR,Hot Girl Bummer
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,HARRY STYLES,Adore You
2020,LIL BABY,Woah
2020,BILLIE EILISH,Bad Guy
2020,TRAVIS SCOTT,Highest In The Room
2020,TREVOR DANIEL,Falling
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,JONAS BROTHERS,What A Man Gotta Do
2020,HALSEY,You Should Be Sad
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,SHAED,Trampoline
2020,LIL WAYNE featuring BIG SEAN & LIL BABY,I Do It
2020,SAM HUNT,Kinfolks
2020,LIZZO,Truth Hurts
2020,OLD DOMINION,One Man Band
2020,JONAS BROTHERS,Only Human
2020,JONAS BROTHERS,Sucker
2020,YNW MELLY,Suicidal
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,DOJA CAT & TYGA,Juicy
2020,KAROL G & NICKI MINAJ,Tusa
2020,LUKE COMBS,Even Though I'm Leaving
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,JUICE WRLD & YOUNGBOY NEVER BROKE AGAIN,Bandit
2020,LIL BABY,Sum 2 Prove
2020,YOUNG THUG featuring GUNNA,Hot
2020,JON PARDI,Heartache Medication
2020,ED SHEERAN featuring CAMILA CABELLO & CARDI B,South Of The Border
2020,TAYLOR SWIFT,Only The Young
2020,KANE BROWN,Homesick
2020,RUSS & BIA,Best On Earth
2020,GABBY BARRETT,I Hope
2020,H.E.R. featuring YG,Slide
2020,ROD WAVE,Heart On Ice
2020,DEMI LOVATO,Anyone
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,DaBABY featuring LIL BABY & MONEYBAGG YO,TOES
2020,MEGAN THEE STALLION,B.I.T.C.H.
2020,DUA LIPA,Physical
2020,LIL WAYNE,Mahogany
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,DaBABY,VIBEZ
2020,LUKE BRYAN,What She Wants Tonight
2020,JIMMIE ALLEN,Make Me Want To
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,DOJA CAT,Say So
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,A BOOGIE WIT DA HOODIE,King Of My City
2020,LIL UZI VERT,Futsal Shuffle 2020
2020,INGRID ANDRESS,More Hearts Than Mine
2020,JASON ALDEAN,We Back
2020,MEEK MILL featuring RODDY RICCH,Letter To Nipsey
2020,BROCKHAMPTON,SUGAR
2020,DIPLO presents THOMAS WESLEY featuring MORGAN WALLEN,Heartless
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,DUSTIN LYNCH,Ridin' Roads
2020,DON TOLIVER,No Idea
2020,LEWIS CAPALDI,Before You Go
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,JAKE OWEN,Homemade
2020,MAC MILLER,Good News
2020,RODDY RICCH & GUNNA,Start Wit Me
2020,BAD BUNNY,Vete
2020,MORGAN WALLEN,Chasin' You
2020,KELSEA BALLERINI,homecoming queen?
2020,LIL WAYNE,Mama Mia
2020,LIL WAYNE,Funeral
2020,MEGHAN TRAINOR featuring NICKI MINAJ,Nice To Meet Ya
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,SUMMER WALKER & USHER,Come Thru
2020,TORY LANEZ & T-PAIN,Jerry Sprunger
2020,JUSTIN BIEBER featuring KEHLANI,Get Me
2020,BRETT YOUNG,Catch
2020,GARTH BROOKS & BLAKE SHELTON,Dive Bar
2020,DANILEIGH featuring CHRIS BROWN,Easy
2020,SELENA GOMEZ,Rare
2020,MONEYBAGG YO featuring LIL BABY,U Played
2020,NLE CHOPPA,Camelot
2020,BABY KEEM,ORANGE SODA
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,POST MALONE,Circles
2020,MAROON 5,Memories
2020,LEWIS CAPALDI,Someone You Loved
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,TONES AND I,Dance Monkey
2020,ARIZONA ZERVAS,Roxanne
2020,DUA LIPA,Don't Start Now
2020,BILLIE EILISH,everything i wanted
2020,SELENA GOMEZ,Lose You To Love Me
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,LIZZO,Good As Hell
2020,DaBABY,BOP
2020,JUSTIN BIEBER,Yummy
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,BILLIE EILISH,Bad Guy
2020,THE WEEKND,Blinding Lights
2020,THE WEEKND,Heartless
2020,TRAVIS SCOTT,Highest In The Room
2020,MAREN MORRIS,The Bones
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,BLACKBEAR,Hot Girl Bummer
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,LIL BABY,Woah
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,SHAED,Trampoline
2020,HALSEY,You Should Be Sad
2020,HARRY STYLES,Adore You
2020,JONAS BROTHERS,What A Man Gotta Do
2020,MEGAN THEE STALLION,B.I.T.C.H.
2020,LIZZO,Truth Hurts
2020,TREVOR DANIEL,Falling
2020,DEMI LOVATO,Anyone
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,YNW MELLY,Suicidal
2020,JONAS BROTHERS,Only Human
2020,LIL BABY,Sum 2 Prove
2020,JONAS BROTHERS,Sucker
2020,OLD DOMINION,One Man Band
2020,LUKE COMBS,Even Though I'm Leaving
2020,JON PARDI,Heartache Medication
2020,BLAKE SHELTON duet with GWEN STEFANI,Nobody But You
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,YOUNG THUG featuring GUNNA,Hot
2020,SAM HUNT,Kinfolks
2020,JUICE WRLD & YOUNGBOY NEVER BROKE AGAIN,Bandit
2020,DOJA CAT & TYGA,Juicy
2020,LIL NAS X,Panini
2020,ED SHEERAN featuring CAMILA CABELLO & CARDI B,South Of The Border
2020,KAROL G & NICKI MINAJ,Tusa
2020,KANE BROWN,Homesick
2020,THE BLACK EYED PEAS x J BALVIN,RITMO (Bad Boys For Life)
2020,MAC MILLER,Good News
2020,JHENE AIKO,Pussy Fairy (OTW)
2020,GABBY BARRETT,I Hope
2020,H.E.R. featuring YG,Slide
2020,DaBABY featuring LIL BABY & MONEYBAGG YO,TOES
2020,ROD WAVE,Heart On Ice
2020,LIL UZI VERT,Futsal Shuffle 2020
2020,DaBABY,VIBEZ
2020,RUSS & BIA,Best On Earth
2020,JACKBOYS featuring YOUNG THUG,OUT WEST
2020,HALSEY,Graveyard
2020,LUKE BRYAN,What She Wants Tonight
2020,DON TOLIVER,No Idea
2020,DUSTIN LYNCH,Ridin' Roads
2020,INGRID ANDRESS,More Hearts Than Mine
2020,BROCKHAMPTON,SUGAR
2020,RILEY GREEN,I Wish Grandpas Never Died
2020,RODDY RICCH & GUNNA,Start Wit Me
2020,JIMMIE ALLEN,Make Me Want To
2020,DOJA CAT,Say So
2020,JASON ALDEAN,We Back
2020,CARLY PEARCE & LEE BRICE,I Hope You're Happy Now
2020,KELSEA BALLERINI,homecoming queen?
2020,MONEYBAGG YO featuring LIL BABY,U Played
2020,MAC MILLER,Blue World
2020,YOUNGBOY NEVER BROKE AGAIN,Make No Sense
2020,MEEK MILL featuring RODDY RICCH,Letter To Nipsey
2020,TORY LANEZ & T-PAIN,Jerry Sprunger
2020,MORGAN WALLEN,Chasin' You
2020,SELENA GOMEZ,Rare
2020,JORDAN DAVIS,Slow Dance In A Parking Lot
2020,LEWIS CAPALDI,Before You Go
2020,EMINEM featuring ED SHEERAN,Those Kinda Nights
2020,BAD BUNNY,Vete
2020,JAKE OWEN,Homemade
2020,DANILEIGH featuring CHRIS BROWN,Easy
2020,SUMMER WALKER & USHER,Come Thru
2020,EMINEM,Darkness
2020,NLE CHOPPA,Camelot
2020,ALICIA KEYS,Underdog
2020,CAMILA CABELLO,First Man
2020,ALI GATIE,What If I Told You That I Love You
2020,BRETT YOUNG,Catch
2020,EMINEM featuring YOUNG M.A,Unaccommodating
2020,NOAH CYRUS featuring LEON BRIDGES,July
2020,"EMINEM featuring ROYCE DA 5'9"" & WHITE GOLD",You Gon' Learn
2020,GARTH BROOKS & BLAKE SHELTON,Dive Bar
2020,RODDY RICCH,The Box
2020,FUTURE featuring DRAKE,Life Is Good
2020,EMINEM featuring JUICE WRLD,Godzilla
2020,POST MALONE,Circles
2020,MAROON 5,Memories
2020,DAN + SHAY & JUSTIN BIEBER,"10,000 Hours"
2020,TONES AND I,Dance Monkey
2020,LEWIS CAPALDI,Someone You Loved
2020,ARIZONA ZERVAS,Roxanne
2020,SELENA GOMEZ,Lose You To Love Me
2020,JUSTIN BIEBER,Yummy
2020,LIZZO,Good As Hell
2020,DaBABY,BOP
2020,MUSTARD featuring RODDY RICCH,Ballin'
2020,DUA LIPA,Don't Start Now
2020,JONAS BROTHERS,What A Man Gotta Do
2020,TRAVIS SCOTT,Highest In The Room
2020,MAC MILLER,Good News
2020,THE WEEKND,Heartless
2020,RODDY RICCH featuring MUSTARD,High Fashion
2020,THE WEEKND,Blinding Lights
2020,MAREN MORRIS,The Bones
2020,BILLIE EILISH,everything i wanted
2020,SHAED,Trampoline
2020,CHRIS BROWN featuring DRAKE,No Guidance
2020,HALSEY,You Should Be Sad
2020,BLACKBEAR,Hot Girl Bummer
2020,EMINEM,Darkness
2020,LIL BABY,Woah
2020,SHAWN MENDES & CAMILA CABELLO,Senorita
2020,EMINEM featuring ED SHEERAN,Those Kinda Nights
2020,HARRY STYLES,Adore You
2020,LIL BABY,Sum 2 Prove
2020,YNW MELLY,Suicidal
2020,JONAS BROTHERS,Only Human
2020,EMINEM featuring YOUNG M.A,Unaccommodating
2020,TREVOR DANIEL,Falling
2020,MAC MILLER,Blue World
2020,LIL NAS X,Panini
2020,CAMILA CABELLO featuring DaBABY,Enemies
2020,BILLIE EILISH,Bad Guy
2020,YOUNG THUG featuring GUNNA,Hot
2020,LIZZO,Truth Hurts
2020,ED SHEERAN & JUSTIN BIEBER,I Don't Care
2020,LUKE COMBS,Even Though I'm Leaving
2020,OLD DOMINION,One Man Band
2020,JUICE WRLD & YOUNGBOY NEVER BROKE AGAIN,Bandit
2020,MAC MILLER,Circles
2020,JONAS BROTHERS,Sucker
